gen,best_J,mean_J,std_J,V_SoC,V_occ,V_grid,diversity
0,0.001389027120786247,0.511009731640454,1.2269819430784845,0.38819934023051794,0.0,0.0,0.0
1,-0.005373305064337749,0.07539549453271767,0.06306552108125757,0.0,0.0,0.0,194.52930177184754
2,-0.005373305064337749,0.021572595747756766,0.028710807356512637,0.0,0.0,0.0,177.38588692400913
3,-0.006074849945309782,0.005651060447056746,0.012473018771012204,0.0,0.0,0.0,169.78379152463773
4,-0.006074849945309782,-0.0009559077452880754,0.006168954365654345,0.0,0.0,0.0,142.77271648052036
5,-0.006074849945309782,-0.003518242128773504,0.0024345471601599704,0.0,0.0,0.0,127.62219330181213
6,-0.0062667232106177004,-0.004286460103575152,0.0021170378942069828,0.0,0.0,0.0,122.96447209616711
7,-0.006375563279344765,-0.0046967943331636414,0.0025365465799499416,0.0,0.0,0.0,101.48329773640651
8,-0.006425874614727468,-0.005617752851226292,0.0009177146385119078,0.0,0.0,0.0,89.36729775887018
9,-0.006553015045811082,-0.005923517101289305,0.00034299034144586425,0.021734387069522174,0.0,0.0,72.26105568253216
10,-0.006851423203879508,-0.006132643183117936,0.0003032992463417411,0.0,0.0,0.0,70.08241367816576
11,-0.006889992818285907,-0.00633778464020144,0.0003549930114411938,0.0,0.0,0.0,69.21344803508691
12,-0.007126924189925504,-0.0064584714011424625,0.0005377940037077587,0.0,0.0,0.0,69.05904930182773
13,-0.007206559079743675,-0.006448371864282507,0.000976487990302272,0.0,0.0,0.0,68.39788723875729
14,-0.007473058051574236,-0.0065920148843742685,0.0011116445538295508,0.0,0.0,0.0,64.11869505425227
15,-0.007482604608170419,-0.006362027237637386,0.0021889378292315733,0.0,0.0,0.0,67.63234982575611
16,-0.007813830804195685,-0.007129838703756151,0.00037856398200485173,0.0,0.0,0.0,63.956513427756
17,-0.007813830804195685,-0.007212213498600744,0.00068626332227416,0.0,0.0,0.0,62.67323613860549
18,-0.007963938163229024,-0.007157816865829879,0.0014678030308639973,0.0,0.0,0.0,60.790382035151325
19,-0.008038023548083733,-0.007163473610548431,0.0016451492442130186,0.0,0.0,0.0,60.20953822592183
20,-0.00810456389168442,-0.007393532415766347,0.0012073492259568129,0.0,0.0,0.0,54.860024558986964
21,-0.008219525367220424,-0.007691499209733012,0.0005679234211987219,0.0,0.0,0.0,58.618098148488414
22,-0.008336861266206,-0.007699583762839119,0.00097184277068798,0.0,0.0,0.0,55.22270863643059
23,-0.008374892914192729,-0.007776540629581025,0.0009861943273781672,0.0,0.0,0.0,56.51844854838302
24,-0.008536029831356505,-0.007766291765623796,0.0010669074947764906,0.0,0.0,0.0,53.847439529586616
25,-0.008545808496877003,-0.008062383337913533,0.0005360207526743075,0.03108004725997597,0.0,0.0,53.884165058485564
26,-0.008746134336109814,-0.008017867612882632,0.000903026475142988,0.0,0.0,0.0,54.08799607333511
27,-0.008746134336109814,-0.008366024217942856,0.00021014489584025443,0.0,0.0,0.0,52.22008154289534
28,-0.008851396593872378,-0.00846257049656695,0.00028570683136222515,0.0,0.0,0.0,50.64567953936543
29,-0.008913443078963914,-0.008542517297038348,0.000356939294445282,0.0,0.0,0.0,50.86890798142904
30,-0.008995944126227512,-0.00866623725119571,0.0002939295627497372,0.0,0.0,0.0,48.980366661338685
31,-0.009037525640338164,-0.00876772458069852,0.00018781638661292117,0.0,0.0,0.0,46.07817916518558
32,-0.009174866338151125,-0.008887215054036345,0.0001628431223402956,0.0,0.0,0.0,48.49609413182404
33,-0.009245595554498632,-0.00896213704009464,0.00018286178560209714,0.0,0.0,0.0,42.39609089551573
34,-0.009391300430202826,-0.009057832622599876,0.00016513080316595325,0.0,0.0,0.0,41.86558745117103
35,-0.009391300430202826,-0.00901503430716037,0.00039024346013981636,0.0,0.0,0.0,36.374447185664515
36,-0.009416580657802274,-0.009126070383488123,0.0003579881499382017,0.0,0.0,0.0,37.317336024003126
37,-0.009632689845644447,-0.009225119089730026,0.0003351787526183672,0.0,0.0,0.0,36.91521897918104
38,-0.009632689845644447,-0.009292541707350308,0.00017948600770927917,0.0,0.0,0.0,33.17291674652049
39,-0.009632689845644447,-0.009300614215703372,0.0003500591908179133,0.0,0.0,0.0,35.988607483231675
40,-0.009660616415308325,-0.009415977322588816,0.00029334922849030294,0.0,0.0,0.0,33.06107215825308
41,-0.009755921608495276,-0.009530810788764707,0.00011628861360494293,0.0,0.0,0.0,31.61020137139724
42,-0.009813827849489329,-0.009610175977077345,0.00010843794337571073,0.0,0.0,0.0,28.6967135224802
43,-0.009864571361607387,-0.009577700314133289,0.00039060472013322596,0.0,0.0,0.0,28.428749240086358
44,-0.009864571361607387,-0.009638749902089705,0.0002898099675508559,0.0,0.0,0.0,27.74003930046085
45,-0.00996456110808957,-0.009729904746242456,0.00015990800338240834,0.0,0.0,0.0,27.581360762377777
46,-0.010022031121651854,-0.009739856805766493,0.0003211459856410231,0.0,0.0,0.0,27.55164242112084
